query,label,score
Wat was the Depreciation last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Wat was the Depreciation last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Wat was the Depreciation last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the Amortization last yr?,Amortization can be defined as Similar to depreciation but applied to intangible assets.,1
Tell me the Amortization last yr?,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the Amortization last yr?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the Amortization last yr?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you pls tel me Accruals from last year?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,1
Can you pls tel me Accruals from last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you pls tel me Accruals from last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you pls tel me Accruals from last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me Provisions figure for last quater?,Provisions can be defined as Funds set aside for future liabilities or losses.,1
Give me Provisions figure for last quater?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,1
Give me Provisions figure for last quater?,Share Capital can be defined as Funds raised by issuing shares.,0
Give me Provisions figure for last quater?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me Provisions figure for last quater?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Wat was the Contingent Liabilities last quarter?,Contingent Liabilities can be defined as Potential obligations depending on future events.,1
Wat was the Contingent Liabilities last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Wat was the Contingent Liabilities last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Wat was the Contingent Liabilities last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I wanna know the Gross Profit Margin for the last quarter.,Gross Profit Margin can be defined as Measures profitability after direct costs.,1
I wanna know the Gross Profit Margin for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I wanna know the Gross Profit Margin for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I wanna know the Gross Profit Margin for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you pls tel me Operating Profit Margin from last year?,Operating Profit Margin can be defined as Profit from operations as a % of revenue.,1
Can you pls tel me Operating Profit Margin from last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you pls tel me Operating Profit Margin from last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you pls tel me Operating Profit Margin from last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What's was the Net Profit Margin last quarter?,Net Profit Margin can be defined as Bottom-line profitability.,1
What's was the Net Profit Margin last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What's was the Net Profit Margin last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What's was the Net Profit Margin last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I wanna know the Return on Assets (ROA) for the last quarter.,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,1
I wanna know the Return on Assets (ROA) for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I wanna know the Return on Assets (ROA) for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I wanna know the Return on Assets (ROA) for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can u tell me what was the Return on Equity (ROE) last year?,Return on Equity (ROE) can be defined as Profitability for owners.,1
Can u tell me what was the Return on Equity (ROE) last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can u tell me what was the Return on Equity (ROE) last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can u tell me what was the Return on Equity (ROE) last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
How much was Return on Capital Employed (ROCE) last quater?,Return on Capital Employed (ROCE) can be defined as Efficiency of capital usage.,1
How much was Return on Capital Employed (ROCE) last quater?,Share Capital can be defined as Funds raised by issuing shares.,0
How much was Return on Capital Employed (ROCE) last quater?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much was Return on Capital Employed (ROCE) last quater?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Wat was the EBITDA Margin last quarter?,EBITDA Margin can be defined as Operating performance before non-cash items.,1
Wat was the EBITDA Margin last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Wat was the EBITDA Margin last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Wat was the EBITDA Margin last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you pls tel me Current Ratio from last year?,Current Ratio can be defined as Measures short-term liquidity.,1
Can you pls tel me Current Ratio from last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you pls tel me Current Ratio from last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you pls tel me Current Ratio from last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me Quick Ratio (Acid Test) figure for last quater?,Quick Ratio (Acid Test) can be defined as More stringent liquidity test.,1
Give me Quick Ratio (Acid Test) figure for last quater?,Share Capital can be defined as Funds raised by issuing shares.,0
Give me Quick Ratio (Acid Test) figure for last quater?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me Quick Ratio (Acid Test) figure for last quater?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What's was the Cash Ratio last quarter?,Cash Ratio can be defined as Most conservative liquidity measure.,1
What's was the Cash Ratio last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What's was the Cash Ratio last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What's was the Cash Ratio last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Wat was the Inventory Turnover last quarter?,Inventory Turnover can be defined as How quickly inventory is sold.,1
Wat was the Inventory Turnover last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Wat was the Inventory Turnover last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Wat was the Inventory Turnover last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I wanna know the Receivables Turnover for the last quarter.,Receivables Turnover can be defined as How efficiently receivables are collected.,1
I wanna know the Receivables Turnover for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I wanna know the Receivables Turnover for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I wanna know the Receivables Turnover for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Wat was the Payables Turnover last quarter?,Payables Turnover can be defined as How quickly payables are paid.,1
Wat was the Payables Turnover last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Wat was the Payables Turnover last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Wat was the Payables Turnover last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I wanna know the Asset Turnover for the last quarter.,Asset Turnover can be defined as How efficiently assets are used.,1
I wanna know the Asset Turnover for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I wanna know the Asset Turnover for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I wanna know the Asset Turnover for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you pls tel me Working Capital Turnover from last year?,Working Capital Turnover can be defined as Efficiency in using working capital.,1
Can you pls tel me Working Capital Turnover from last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you pls tel me Working Capital Turnover from last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you pls tel me Working Capital Turnover from last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the Debt-to-Equity Ratio last yr?,Debt-to-Equity Ratio can be defined as Financial leverage.,1
Tell me the Debt-to-Equity Ratio last yr?,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the Debt-to-Equity Ratio last yr?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the Debt-to-Equity Ratio last yr?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can u tell me what was the Debt Ratio last year?,Debt Ratio can be defined as Proportion of assets financed by debt.,1
Can u tell me what was the Debt Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can u tell me what was the Debt Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can u tell me what was the Debt Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Wat was the Interest Coverage Ratio last quarter?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,1
Wat was the Interest Coverage Ratio last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Wat was the Interest Coverage Ratio last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Wat was the Interest Coverage Ratio last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
How much was Equity Ratio last quater?,Equity Ratio can be defined as Portion of assets funded by equity.,1
How much was Equity Ratio last quater?,Share Capital can be defined as Funds raised by issuing shares.,0
How much was Equity Ratio last quater?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much was Equity Ratio last quater?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Wat was the Capital Gearing Ratio last quarter?,Capital Gearing Ratio can be defined as Proportion of debt in capital structure.,1
Wat was the Capital Gearing Ratio last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Wat was the Capital Gearing Ratio last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Wat was the Capital Gearing Ratio last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the Price-to-Earnings (P/E) Ratio last yr?,Price-to-Earnings (P/E) Ratio can be defined as Valuation relative to earnings.,1
Tell me the Price-to-Earnings (P/E) Ratio last yr?,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the Price-to-Earnings (P/E) Ratio last yr?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the Price-to-Earnings (P/E) Ratio last yr?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can u tell me what was the Price-to-Book (P/B) Ratio last year?,Price-to-Book (P/B) Ratio can be defined as Market value vs. net asset value.,1
Can u tell me what was the Price-to-Book (P/B) Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can u tell me what was the Price-to-Book (P/B) Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can u tell me what was the Price-to-Book (P/B) Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I wanna know the Dividend Yield for the last quarter.,Dividend Yield can be defined as Cash return from dividends.,1
I wanna know the Dividend Yield for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I wanna know the Dividend Yield for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I wanna know the Dividend Yield for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can yu share what was the Dividend Payout Ratio last year?,Dividend Payout Ratio can be defined as % of earnings distributed as dividends.,1
Can yu share what was the Dividend Payout Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can yu share what was the Dividend Payout Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can yu share what was the Dividend Payout Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
How much was Enterprise Value (EV) last quater?,Enterprise Value (EV) can be defined as Total company value.,1
How much was Enterprise Value (EV) last quater?,Share Capital can be defined as Funds raised by issuing shares.,0
How much was Enterprise Value (EV) last quater?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much was Enterprise Value (EV) last quater?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Wat was the EV/EBITDA last quarter?,EV/EBITDA can be defined as Company valuation relative to EBITDA,1
Wat was the EV/EBITDA last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Wat was the EV/EBITDA last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Wat was the EV/EBITDA last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
"Wat was the Property, Plant and Equipment (PPE) last quarter?","Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",1
"Wat was the Property, Plant and Equipment (PPE) last quarter?",Share Capital can be defined as Funds raised by issuing shares.,0
"Wat was the Property, Plant and Equipment (PPE) last quarter?","Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
"Wat was the Property, Plant and Equipment (PPE) last quarter?","Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you pls tel me Intangible Assets from last year?,"Intangible Assets can be defined as Identifiable non-monetary assets without physical substance, such as software, patents, etc.,",1
Can you pls tel me Intangible Assets from last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you pls tel me Intangible Assets from last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you pls tel me Intangible Assets from last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me Investment Property figure for last quater?,Investment Property can be defined as Property held to earn rentals or for capital appreciation,1
Give me Investment Property figure for last quater?,Share Capital can be defined as Funds raised by issuing shares.,0
Give me Investment Property figure for last quater?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me Investment Property figure for last quater?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the Financial Assets last yr?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",1
Tell me the Financial Assets last yr?,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the Financial Assets last yr?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the Financial Assets last yr?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What's was the Inventories last quarter?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,1
What's was the Inventories last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What's was the Inventories last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What's was the Inventories last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Wat was the Deferred Tax Assets last quarter?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,1
Wat was the Deferred Tax Assets last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Wat was the Deferred Tax Assets last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Wat was the Deferred Tax Assets last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Wat was the Borrowings last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",1
Wat was the Borrowings last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Wat was the Borrowings last quarter?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
Wat was the Borrowings last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I wanna know the Trade Payables for the last quarter.,Trade Payables can be defined as Amounts due to suppliers of goods or services.,1
I wanna know the Trade Payables for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I wanna know the Trade Payables for the last quarter.,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
I wanna know the Trade Payables for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can u tell me what was the Deferred Tax Liabilities last year?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,1
Can u tell me what was the Deferred Tax Liabilities last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can u tell me what was the Deferred Tax Liabilities last year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
Can u tell me what was the Deferred Tax Liabilities last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me Other Financial Liabilities figure for last quater?,"Other Financial Liabilities can be defined as Includes derivative liabilities, lease obligations, etc.",1
Give me Other Financial Liabilities figure for last quater?,Share Capital can be defined as Funds raised by issuing shares.,0
Give me Other Financial Liabilities figure for last quater?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
Give me Other Financial Liabilities figure for last quater?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can u tell me what was the Share Capital last year?,Share Capital can be defined as Funds raised by issuing shares.,1
Can u tell me what was the Share Capital last year?,"Other Financial Liabilities can be defined as Includes derivative liabilities, lease obligations, etc.",0
Can u tell me what was the Share Capital last year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
Can u tell me what was the Share Capital last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what is the Other Equity / Reserves & Surplus last year?,"Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",1
Can you tell me what is the Other Equity / Reserves & Surplus last year?,"Other Financial Liabilities can be defined as Includes derivative liabilities, lease obligations, etc.",0
Can you tell me what is the Other Equity / Reserves & Surplus last year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
Can you tell me what is the Other Equity / Reserves & Surplus last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Assets last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",1
Can you tell me what was the Assets last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Assets last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Assets last year?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0
Give me the Assets figure for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",1
Give me the Assets figure for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Give me the Assets figure for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me the Assets figure for the last quarter.,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0
Can you tell me what was the Liabilities last year?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",1
Can you tell me what was the Liabilities last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Liabilities last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Liabilities last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you provide the Liabilities amount for the last quarter?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",1
Can you provide the Liabilities amount for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you provide the Liabilities amount for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you provide the Liabilities amount for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Equity last year?,Equity can be defined as Owners’ interest in the company (Assets - Liabilities).,1
Can you tell me what was the Equity last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Equity last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Equity last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Could you share the Equity for the last quarter?,Equity can be defined as Owners’ interest in the company (Assets - Liabilities).,1
Could you share the Equity for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Could you share the Equity for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Could you share the Equity for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Current Assets last year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,1
Can you tell me what was the Current Assets last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Current Assets last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Current Assets last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the value of Current Assets in the last quarter.,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,1
Tell me the value of Current Assets in the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the value of Current Assets in the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the value of Current Assets in the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Non-Current Assets last year?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",1
Can you tell me what was the Non-Current Assets last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Non-Current Assets last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Non-Current Assets last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What was the Non-Current Assets in the last quarter?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",1
What was the Non-Current Assets in the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What was the Non-Current Assets in the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What was the Non-Current Assets in the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Current Liabilities last year?,Current Liabilities can be defined as Obligations due within one year.,1
Can you tell me what was the Current Liabilities last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Current Liabilities last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Current Liabilities last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I'd like to know the Current Liabilities from the last quarter.,Current Liabilities can be defined as Obligations due within one year.,1
I'd like to know the Current Liabilities from the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I'd like to know the Current Liabilities from the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I'd like to know the Current Liabilities from the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Non-Current Liabilities last year?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",1
Can you tell me what was the Non-Current Liabilities last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Non-Current Liabilities last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Non-Current Liabilities last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What was the Non-Current Liabilities in the last quarter?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",1
What was the Non-Current Liabilities in the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What was the Non-Current Liabilities in the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What was the Non-Current Liabilities in the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Working Capital last year?,Working Capital can be defined as Current Assets - Current Liabilities.,1
Can you tell me what was the Working Capital last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Working Capital last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Working Capital last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Could you share the Working Capital for the last quarter?,Working Capital can be defined as Current Assets - Current Liabilities.,1
Could you share the Working Capital for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Could you share the Working Capital for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Could you share the Working Capital for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Net Worth last year?,Net Worth can be defined as Another term for equity,1
Can you tell me what was the Net Worth last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Net Worth last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Net Worth last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What was the Net Worth in the last quarter?,Net Worth can be defined as Another term for equity,1
What was the Net Worth in the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What was the Net Worth in the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What was the Net Worth in the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Revenue last year?,Revenue can be defined as Income from sales of goods or services.,1
Can you tell me what was the Revenue last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Revenue last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Revenue last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me the Revenue figure for the last quarter.,Revenue can be defined as Income from sales of goods or services.,1
Give me the Revenue figure for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Give me the Revenue figure for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me the Revenue figure for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Cost of Goods Sold (COGS) last year?,Cost of Goods Sold (COGS) can be defined as Direct costs of producing goods sold.,1
Can you tell me what was the Cost of Goods Sold (COGS) last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Cost of Goods Sold (COGS) last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Cost of Goods Sold (COGS) last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the value of COGS in the last quarter.,Cost of Goods Sold (COGS) can be defined as Direct costs of producing goods sold.,1
Tell me the value of COGS in the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the value of COGS in the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the value of COGS in the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Gross Profit last year?,Gross Profit can be defined as Revenue - COGS.,1
Can you tell me what was the Gross Profit last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Gross Profit last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Gross Profit last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Could you share the Gross Profit for the last quarter?,Gross Profit can be defined as Revenue - COGS.,1
Could you share the Gross Profit for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Could you share the Gross Profit for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Could you share the Gross Profit for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Operating Expenses last year?,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",1
Can you tell me what was the Operating Expenses last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Operating Expenses last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
